Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
Jefferson in Paris (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.08;38
Jerky Boys, The (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.06;66
Junior (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.65;218
Just Cause (1995);1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.23;114
Kid in King Arthur's Court, A (1995);1995;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2.42;144
Kiss of Death (1995);1995;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2.84;102
Star Wars: Episode IV - A New Hope (1977);1977;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.45;2991
Little Women (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;285
Little Princess, A (1995);1995;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.87;172
Ladybird Ladybird (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;28
Enfer, L' (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;5
Like Water for Chocolate (Como agua para chocolate) (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.93;772
Legends of the Fall (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;3.43;705
Major Payne (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;140
Little Odessa (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.37;54
My Crazy Life (Mi vida loca) (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;55
Love Affair (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.04;79
Losing Isaiah (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;63
Madness of King George, The (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;383
Mary Shelley's Frankenstein (1994);1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.9;244
Man of the House (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;24
Mixed Nuts (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;80
Milk Money (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.69;228
Miracle on 34th Street (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;170
Miami Rhapsody (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;40
My Family (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.72;46
Murder in the First (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.57;212
Nobody's Fool (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;233
Nell (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.22;215
New Jersey Drive (1995);1995;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;18
New York Cop (1996);1996;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Beyond Bedlam (1993);1993;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3.5801;0
Nemesis 2: Nebula (1995);1995;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1
Nina Takes a Lover (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.9;21
Natural Born Killers (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;700
Only You (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.34;158
Once Were Warriors (1994);1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.92;168
Poison Ivy II (1995);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.21;48
Outbreak (1995);1995;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.27;733
Professional, The (a.k.a. Leon: The Professional) (1994);1994;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;4.11;923
Perez Family, The (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.1;42
Pyromaniac's Love Story, A (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.76;29
Pulp Fiction (1994);1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.28;2171
Panther (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
Pushing Hands (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91;23
Priest (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.66;143
Quiz Show (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;705
Picture Bride (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.3;43
Queen Margot (La Reine Margot) (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.81;86
Quick and the Dead, The (1995);1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.98;418
Roommates (1995);1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;35
Ready to Wear (Pret-A-Porter) (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
Three Colors: Red (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;334
Three Colors: Blue (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.1;243
Three Colors: White (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;202
Red Firecracker, Green Firecracker (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;48
Rent-a-Kid (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;6
Relative Fear (1994);1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;1
Stuart Saves His Family (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44;112
Swan Princess, The (1994);1994;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;54
Secret of Roan Inish, The (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;300
Specialist, The (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;153
Stargate (1994);1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.49;1116
Santa Clause, The (1994);1994;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.19;641
Shawshank Redemption, The (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.55;2227
Shallow Grave (1994);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.89;273
Suture (1993);1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.41;32
Strawberry and Chocolate (Fresa y chocolate) (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.75;61
Swimming with Sharks (1995);1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;209
Sum of Us, The (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.97;33
National Lampoon's Senior Trip (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.45;49
To Live (Huozhe) (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.34;61
Tank Girl (1995);1995;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2.61;358
Tales From the Crypt Presents: Demon Knight (1995);1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.11;144
Star Trek: Generations (1994);1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.38;990
Tales from the Hood (1995);1995;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.73;149
Tom & Viv (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;21
Village of the Damned (1995);1995;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.55;161
Tommy Boy (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;410
Vanya on 42nd Street (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;114
Underneath, The (1995);1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.49;41
Walking Dead, The (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2.68;19
What's Eating Gilbert Grape (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;693
Virtuosity (1995);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2.88;221
While You Were Sleeping (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5;673
War, The (1994);1994;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.27;84
Double Happiness (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;31
Muriel's Wedding (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.68;518
Baby-Sitters Club, The (1995);1995;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.43;42
Ace Ventura: Pet Detective (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;766
Adventures of Priscilla, Queen of the Desert, The (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;469
Backbeat (1993);1993;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.53;120
Bitter Moon (1992);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;46
Bullets Over Broadway (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;455
Clear and Present Danger (1994);1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.73;1059
Client, The (1994);1994;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3.39;515
Corrina, Corrina (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.34;257
Crooklyn (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;119
Crow, The (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.45;734
Cobb (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;67
Flintstones, The (1994);1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;267
Forrest Gump (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4.09;2194
Four Weddings and a Funeral (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.74;1233
Higher Learning (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;141
I Like It Like That (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.21;19
I Love Trouble (1994);1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
It Could Happen to You (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.42;268
Jungle Book, The (1994);1994;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.36;239
Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993);1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.26;62
Lion King, The (1994);1994;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.86;1121
Little Buddha (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;71
Wes Craven's New Nightmare (1994);1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.82;251
Mask, The (1994);1994;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;3.28;1179
Maverick (1994);1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.52;802
Mrs. Parker and the Vicious Circle (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;58
Naked Gun 33 1/3: The Final Insult (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;412
Paper, The (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;212
Reality Bites (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.15;428
Red Rock West (1992);1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.86;258
Richie Rich (1994);1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.11;183
Safe Passage (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;17
River Wild, The (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.25;350
Speed (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.57;1650
Speechless (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.89;140
Timecop (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.89;436
True Lies (1994);1994;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.63;1400
When a Man Loves a Woman (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.26;211
Wolf (1994);1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.93;272
Wyatt Earp (1994);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.27;270
Bad Company (1995);1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;40
Man of No Importance, A (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;10
S.F.W. (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;30
Low Down Dirty Shame, A (1994);1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;102
Boys Life (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;97
Colonel Chabert, Le (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.7;20
Faster Pussycat! Kill! Kill! (1965);1965;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.54;59
Jason's Lyric (1994);1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.28;40
Secret Adventures of Tom Thumb, The (1993);1993;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;25
Street Fighter (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.86;105
Coldblooded (1995);1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;18
Desert Winds (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Fall Time (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
Fear, The (1995);1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.42;12
Frank and Ollie (1995);1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1
Girl in the Cadillac (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Homage (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Mirage (1995);1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2
Open Season (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Two Crimes (1995);1995;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Brother Minister: The Assassination of Malcolm X (1994);1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;4
Highlander III: The Sorcerer (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.12;203
Federal Hill (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;8
In the Mouth of Madness (1995);1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;193
8 Seconds (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;72
Above the Rim (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.02;49
Addams Family Values (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;463
You So Crazy (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.62;13
Age of Innocence, The (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.56;295
Airheads (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53;245
Air Up There, The (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.66;90
Another Stakeout (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2.48;179
Bad Girls (1994);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.43;89
Barcelona (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.49;208
Being Human (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.52;29
Beverly Hillbillies, The (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.19;156
Beverly Hills Cop III (1994);1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.51;352
Black Beauty (1994);1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.36;94
Blink (1994);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.12;57
Blown Away (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.11;221
Blue Chips (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;75
Blue Sky (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.61;105
Body Snatchers (1993);1993;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3.08;269
Boxing Helena (1993);1993;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2.37;166
Bronx Tale, A (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;263
Cabin Boy (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;187
Calendar Girl (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.42;24
Carlito's Way (1993);1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.69;369
City Slickers II: The Legend of Curly's Gold (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.58;392
Clean Slate (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.79;48
Cliffhanger (1993);1993;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.08;686
Coneheads (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.61;533
Color of Night (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.65;141
Cops and Robbersons (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05;64
Cowboy Way, The (1994);1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;152
Dangerous Game (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.5;2
Dave (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.81;948
Dazed and Confused (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.69;643
Demolition Man (1993);1993;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.99;640
Endless Summer 2, The (1994);1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.39;31
Even Cowgirls Get the Blues (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.3;81
Fatal Instinct (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;100
Farewell My Concubine (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4.08;254
Favor, The (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.48;31
Fearless (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.6;228
Fear of a Black Hat (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.66;71
With Honors (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;228
Flesh and Bone (1993);1993;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3.15;106
Widows' Peak (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;38
For Love or Money (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.22;67
Firm, The (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.55;824
Free Willy (1993);1993;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.59;285
Fresh (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;93
Fugitive, The (1993);1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.1;1995
Geronimo: An American Legend (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3.28;87
Getaway, The (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83;143
Getting Even with Dad (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.26;38
Go Fish (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.28;86
Good Man in Africa, A (1994);1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64;28
Guilty as Sin (1993);1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2.74;47
Hard Target (1993);1993;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2.78;216
Heaven & Earth (1993);1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.31;105
Hot Shots! Part Deux (1993);1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.8;573
Live Nude Girls (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;54
Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27;350
House of the Spirits, The (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.96;69
House Party 3 (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.74;38
Hudsucker Proxy, The (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.63;599
I'll Do Anything (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.7;44
In the Army Now (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.23;151
In the Line of Fire (1993);1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.83;972
In the Name of the Father (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;312
Inkwell, The (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.69;35
What's Love Got to Do with It? (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.47;195
Jimmy Hollywood (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46;24
Judgment Night (1993);1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;133
Jurassic Park (1993);1993;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.76;2672
Kalifornia (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.38;294
Killing Zoe (1994);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.53;176
King of the Hill (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;74
Lassie (1994);1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.66;29
Last Action Hero (1993);1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.51;500
Life with Mikey (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.81;64
Lightning Jack (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.61;62
M. Butterfly (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;39
Made in America (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;97
Malice (1993);1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.32;185
Man Without a Face, The (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;212
Manhattan Murder Mystery (1993);1993;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.72;335
Menace II Society (1993);1993;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.61;298
Executive Decision (1996);1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.35;416
In the Realm of the Senses (Ai no corrida) (1976);1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;42
What Happened Was... (1994);1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.22;37
Much Ado About Nothing (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;667
Mr. Jones (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.74;47
Mr. Wonderful (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.76;49
Mrs. Doubtfire (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;838
Naked (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;94
Next Karate Kid, The (1994);1994;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.94;155
New Age, The (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;13
No Escape (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.96;178
North (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.49;69
Orlando (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;114
